Exchange Date,Bid,Ask,High,Low,Open,Refresh Rate,BidNet,UK Pound Sterling/US Dollar FX Spot Rate | Price History                                          26-Jan-2022 16:32
16-Oct-2020,1.2913,1.2918,1.2961,1.2861,1.2914,128392,-0.0001,
15-Oct-2020,1.2914,1.2917,1.3029,1.2888,1.3008,139719,-0.0097,
14-Oct-2020,1.3011,1.3015,1.3064,1.2861,1.2934,137491,+0.0077,
13-Oct-2020,1.2934,1.2941,1.3072,1.2920,1.3063,150249,-0.0130,
12-Oct-2020,1.3064,1.3071,1.3082,1.3003,1.3026,123919,+0.0018,
09-Oct-2020,1.3046,1.3050,1.3049,1.2918,1.2933,159026,+0.0113,
08-Oct-2020,1.2933,1.2937,1.2970,1.2889,1.2917,165311,+0.0015,
07-Oct-2020,1.2918,1.2922,1.2929,1.2843,1.2884,162797,+0.0041,
06-Oct-2020,1.2877,1.2881,1.3006,1.2864,1.2976,148044,-0.0100,
05-Oct-2020,1.2977,1.2982,1.2990,1.2897,1.2931,120400,+0.0046,
02-Oct-2020,1.2931,1.2935,1.2953,1.2835,1.2891,168575,+0.0042,
01-Oct-2020,1.2889,1.2893,1.2978,1.2816,1.2917,179788,-0.0027,
30-Sep-2020,1.2916,1.2920,1.2942,1.2804,1.2862,158185,+0.0055,
29-Sep-2020,1.2861,1.2865,1.2901,1.2820,1.2834,146752,+0.0034,
28-Sep-2020,1.2827,1.2835,1.2925,1.2740,1.2745,140132,+0.0082,
25-Sep-2020,1.2745,1.2750,1.2804,1.2685,1.2752,164106,-0.0004,
24-Sep-2020,1.2749,1.2753,1.2781,1.2688,1.2721,176377,+0.0027,
23-Sep-2020,1.2722,1.2726,1.2776,1.2672,1.2731,162982,-0.0009,
22-Sep-2020,1.2731,1.2735,1.2866,1.2709,1.2810,145353,-0.0083,
21-Sep-2020,1.2814,1.2818,1.2966,1.2773,1.2923,132001,-0.0101,
18-Sep-2020,1.2915,1.2918,1.2999,1.2913,1.2972,169337,-0.0057,
17-Sep-2020,1.2972,1.2975,1.2998,1.2863,1.2964,177823,+0.0007,
16-Sep-2020,1.2965,1.2969,1.3006,1.2873,1.2888,134554,+0.0079,
15-Sep-2020,1.2886,1.2890,1.2925,1.2813,1.2839,112504,+0.0042,
14-Sep-2020,1.2844,1.2848,1.2918,1.2773,1.2801,94489,+0.0051,
11-Sep-2020,1.2793,1.2798,1.2864,1.2761,1.2798,137092,-0.0010,
10-Sep-2020,1.2803,1.2807,1.3034,1.2771,1.3000,137354,-0.0197,
09-Sep-2020,1.3000,1.3004,1.3023,1.2882,1.2980,120785,+0.0013,
08-Sep-2020,1.2987,1.2991,1.3171,1.2978,1.3168,118812,-0.0179,
07-Sep-2020,1.3166,1.3170,1.3283,1.3139,1.3272,90191,-0.0116,
04-Sep-2020,1.3282,1.3285,1.3319,1.3174,1.3279,127641,+0.0002,
03-Sep-2020,1.3280,1.3283,1.3357,1.3240,1.3347,132467,-0.0072,
02-Sep-2020,1.3352,1.3355,1.3402,1.3281,1.3379,113345,-0.0029,
01-Sep-2020,1.3381,1.3385,1.3482,1.3354,1.3363,119660,+0.0012,
31-Aug-2020,1.3369,1.3374,1.3394,1.3300,1.3340,106064,+0.0020,
28-Aug-2020,1.3349,1.3355,1.3356,1.3184,1.3206,138993,+0.0151,
27-Aug-2020,1.3198,1.3204,1.3283,1.3160,1.3205,131197,-0.0010,
26-Aug-2020,1.3208,1.3211,1.3218,1.3115,1.3150,107485,+0.0058,
25-Aug-2020,1.3150,1.3154,1.3169,1.3052,1.3066,108909,+0.0087,
24-Aug-2020,1.3063,1.3065,1.3148,1.3049,1.3084,100076,-0.0024,
21-Aug-2020,1.3087,1.3092,1.3255,1.3057,1.3214,135433,-0.0125,
20-Aug-2020,1.3212,1.3216,1.3224,1.3062,1.3094,140223,+0.0114,
19-Aug-2020,1.3098,1.3102,1.3267,1.3092,1.3237,122519,-0.0137,
18-Aug-2020,1.3235,1.3239,1.3249,1.3090,1.3098,107711,+0.0133,
17-Aug-2020,1.3102,1.3105,1.3121,1.3072,1.3084,102554,+0.0018,
14-Aug-2020,1.3084,1.3088,1.3142,1.3046,1.3058,111890,+0.0021,
13-Aug-2020,1.3063,1.3065,1.3123,1.3027,1.3033,114465,+0.0031,
12-Aug-2020,1.3032,1.3037,1.3067,1.3003,1.3051,99564,-0.0016,
11-Aug-2020,1.3048,1.3050,1.3131,1.3040,1.3076,106865,-0.0022,
10-Aug-2020,1.3070,1.3073,1.3103,1.3017,1.3041,98177,+0.0019,
07-Aug-2020,1.3051,1.3055,1.3153,1.3007,1.3150,118635,-0.0095,
06-Aug-2020,1.3146,1.3152,1.3185,1.3109,1.3113,122410,+0.0034,
05-Aug-2020,1.3112,1.3117,1.3161,1.3054,1.3069,103484,+0.0052,
04-Aug-2020,1.3060,1.3064,1.3107,1.2979,1.3073,105101,-0.0012,
03-Aug-2020,1.3072,1.3077,1.3111,1.3003,1.3080,115903,-0.0016,
31-Jul-2020,1.3088,1.3092,1.3169,1.3068,1.3096,145490,-0.0005,
30-Jul-2020,1.3093,1.3097,1.3102,1.2942,1.2995,143043,+0.0098,
29-Jul-2020,1.2995,1.2997,1.3012,1.2910,1.2929,124970,+0.0065,
28-Jul-2020,1.2930,1.2934,1.2952,1.2836,1.2881,130334,+0.0049,
27-Jul-2020,1.2881,1.2884,1.2901,1.2778,1.2784,130032,+0.0092,
24-Jul-2020,1.2789,1.2793,1.2803,1.2715,1.2739,145139,+0.0050,
23-Jul-2020,1.2739,1.2744,1.2759,1.2671,1.2732,142907,+0.0007,
22-Jul-2020,1.2732,1.2736,1.2743,1.2642,1.2731,128937,+0.0004,
21-Jul-2020,1.2728,1.2734,1.2767,1.2648,1.2656,126537,+0.0068,
20-Jul-2020,1.2660,1.2664,1.2665,1.2516,1.2563,116326,+0.0095,
17-Jul-2020,1.2565,1.2570,1.2573,1.2509,1.2550,118142,+0.0016,
16-Jul-2020,1.2549,1.2552,1.2624,1.2518,1.2582,130570,-0.0031,
15-Jul-2020,1.2580,1.2584,1.2649,1.2543,1.2550,129891,+0.0032,
14-Jul-2020,1.2548,1.2555,1.2563,1.2478,1.2556,124797,-0.0004,
13-Jul-2020,1.2552,1.2556,1.2666,1.2548,1.2610,110588,-0.0068,
10-Jul-2020,1.2620,1.2624,1.2663,1.2565,1.2605,116295,+0.0016,
09-Jul-2020,1.2604,1.2609,1.2669,1.2598,1.2609,126283,-0.0005,
08-Jul-2020,1.2609,1.2613,1.2623,1.2506,1.2540,115997,+0.0069,
07-Jul-2020,1.2540,1.2544,1.2591,1.2461,1.2490,119361,+0.0049,
06-Jul-2020,1.2491,1.2495,1.2519,1.2457,1.2483,110427,+0.0008,
03-Jul-2020,1.2483,1.2487,1.2492,1.2436,1.2461,117504,+0.0017,
02-Jul-2020,1.2466,1.2469,1.2529,1.2454,1.2473,135882,-0.0004,
01-Jul-2020,1.2470,1.2478,1.2490,1.2357,1.2399,123355,+0.0071,
30-Jun-2020,1.2399,1.2403,1.2401,1.2256,1.2296,130131,+0.0103,
29-Jun-2020,1.2296,1.2301,1.2389,1.2249,1.2339,128337,-0.0037,
26-Jun-2020,1.2333,1.2337,1.2437,1.2312,1.2419,134445,-0.0081,
25-Jun-2020,1.2414,1.2421,1.2464,1.2387,1.2417,145883,-0.0004,
24-Jun-2020,1.2418,1.2422,1.2542,1.2412,1.2518,153238,-0.0100,
23-Jun-2020,1.2518,1.2521,1.2531,1.2429,1.2465,151223,+0.0057,
22-Jun-2020,1.2461,1.2465,1.2477,1.2333,1.2355,144453,+0.0105,
19-Jun-2020,1.2356,1.2360,1.2455,1.2341,1.2419,146877,-0.0068,
18-Jun-2020,1.2424,1.2428,1.2566,1.2400,1.2554,152594,-0.0130,
17-Jun-2020,1.2554,1.2559,1.2587,1.2509,1.2571,161182,-0.0020,
16-Jun-2020,1.2574,1.2580,1.2687,1.2551,1.2603,157420,-0.0028,
15-Jun-2020,1.2602,1.2606,1.2606,1.2452,1.2529,146530,+0.0062,
12-Jun-2020,1.2540,1.2543,1.2653,1.2472,1.2597,171818,-0.0060,
11-Jun-2020,1.2600,1.2605,1.2754,1.2584,1.2741,166449,-0.0145,
10-Jun-2020,1.2745,1.2749,1.2812,1.2704,1.2729,155192,+0.0016,
09-Jun-2020,1.2729,1.2733,1.2755,1.2615,1.2720,143737,+0.0007,
08-Jun-2020,1.2722,1.2724,1.2735,1.2626,1.2679,130475,+0.0059,
05-Jun-2020,1.2663,1.2667,1.2730,1.2581,1.2605,139692,+0.0069,
04-Jun-2020,1.2594,1.2597,1.2632,1.2498,1.2574,138505,+0.0022,
03-Jun-2020,1.2572,1.2577,1.2615,1.2542,1.2548,148200,+0.0023,
02-Jun-2020,1.2549,1.2552,1.2575,1.2476,1.2499,144224,+0.0057,
01-Jun-2020,1.2492,1.2496,1.2506,1.2320,1.2338,127013,+0.0148,
29-May-2020,1.2344,1.2348,1.2393,1.2289,1.2318,142505,+0.0028,
28-May-2020,1.2316,1.2324,1.2344,1.2232,1.2259,145562,+0.0066,
27-May-2020,1.2250,1.2254,1.2353,1.2203,1.2330,141010,-0.0081,
26-May-2020,1.2331,1.2335,1.2362,1.2175,1.2181,132146,+0.0149,
25-May-2020,1.2182,1.2197,1.2203,1.2162,1.2178,86972,+0.0018,
22-May-2020,1.2164,1.2168,1.2240,1.2158,1.2222,129113,-0.0058,
21-May-2020,1.2222,1.2226,1.2249,1.2184,1.2238,115080,-0.0017,
20-May-2020,1.2239,1.2242,1.2287,1.2220,1.2239,125960,-0.0012,
19-May-2020,1.2251,1.2255,1.2295,1.2182,1.2193,126055,+0.0062,
18-May-2020,1.2189,1.2198,1.2227,1.2073,1.2084,105245,+0.0085,
15-May-2020,1.2104,1.2108,1.2237,1.2099,1.2220,129518,-0.0122,
14-May-2020,1.2226,1.2230,1.2241,1.2164,1.2229,143163,-0.0003,
13-May-2020,1.2229,1.2232,1.2339,1.2208,1.2258,131817,-0.0030,
12-May-2020,1.2259,1.2263,1.2375,1.2253,1.2332,137463,-0.0076,
11-May-2020,1.2335,1.2338,1.2437,1.2282,1.2405,120569,-0.0072,
08-May-2020,1.2407,1.2411,1.2467,1.2343,1.2362,131800,+0.0046,
07-May-2020,1.2361,1.2365,1.2416,1.2264,1.2344,131556,+0.0020,
06-May-2020,1.2341,1.2345,1.2449,1.2333,1.2433,108015,-0.0093,
05-May-2020,1.2434,1.2438,1.2483,1.2419,1.2441,99297,-0.0008,
04-May-2020,1.2442,1.2446,1.2502,1.2403,1.2497,91972,-0.0060,
01-May-2020,1.2502,1.2506,1.2600,1.2481,1.2597,123794,-0.0090,
30-Apr-2020,1.2592,1.2596,1.2641,1.2427,1.2466,141967,+0.0128,
29-Apr-2020,1.2464,1.2472,1.2485,1.2387,1.2421,127231,+0.0043,
28-Apr-2020,1.2421,1.2429,1.2517,1.2402,1.2430,123003,-0.0007,
27-Apr-2020,1.2428,1.2431,1.2454,1.2357,1.2368,113341,+0.0061,
24-Apr-2020,1.2367,1.2371,1.2376,1.2296,1.2340,129909,+0.0025,
23-Apr-2020,1.2342,1.2346,1.2414,1.2306,1.2331,133124,+0.0010,
22-Apr-2020,1.2332,1.2336,1.2385,1.2272,1.2293,123000,+0.0039,
21-Apr-2020,1.2293,1.2296,1.2449,1.2245,1.2435,125187,-0.0142,
20-Apr-2020,1.2435,1.2439,1.2502,1.2414,1.2486,115091,-0.0064,
17-Apr-2020,1.2499,1.2503,1.2522,1.2405,1.2454,120386,+0.0044,
16-Apr-2020,1.2455,1.2459,1.2529,1.2406,1.2512,123830,-0.0059,
15-Apr-2020,1.2514,1.2518,1.2630,1.2435,1.2614,124901,-0.0109,
14-Apr-2020,1.2623,1.2626,1.2646,1.2501,1.2512,116258,+0.0116,
13-Apr-2020,1.2507,1.2516,1.2535,1.2448,1.2463,87518,+0.0055,
10-Apr-2020,1.2452,1.2457,1.2486,1.2442,1.2456,59267,-0.0003,
09-Apr-2020,1.2455,1.2459,1.2483,1.2359,1.2382,138463,+0.0070,
08-Apr-2020,1.2385,1.2389,1.2419,1.2286,1.2329,137655,+0.0048,
07-Apr-2020,1.2337,1.2341,1.2384,1.2161,1.2230,159895,+0.0108,
06-Apr-2020,1.2229,1.2232,1.2326,1.2206,1.2263,136639,-0.0031,
03-Apr-2020,1.2260,1.2264,1.2410,1.2204,1.2394,158049,-0.0132,
02-Apr-2020,1.2392,1.2396,1.2474,1.2348,1.2372,163245,+0.0016,
01-Apr-2020,1.2376,1.2380,1.2441,1.2327,1.2427,140490,-0.0042,
31-Mar-2020,1.2418,1.2421,1.2472,1.2249,1.2412,145064,+0.0002,
30-Mar-2020,1.2416,1.2420,1.2467,1.2314,1.2433,138801,-0.0040,
27-Mar-2020,1.2456,1.2459,1.2485,1.2128,1.2202,167662,+0.0255,
26-Mar-2020,1.2201,1.2205,1.2230,1.1772,1.1873,154482,+0.0316,
25-Mar-2020,1.1885,1.1889,1.1975,1.1637,1.1758,144242,+0.0128,
24-Mar-2020,1.1757,1.1760,1.1799,1.1505,1.1547,146311,+0.0209,
23-Mar-2020,1.1548,1.1552,1.1739,1.1444,1.1658,124616,-0.0093,
20-Mar-2020,1.1641,1.1644,1.1932,1.1404,1.1483,148726,+0.0156,
19-Mar-2020,1.1485,1.1489,1.1792,1.1471,1.1617,159145,-0.0128,
18-Mar-2020,1.1613,1.1617,1.2129,1.1459,1.2050,141954,-0.0437,
17-Mar-2020,1.2050,1.2054,1.2273,1.2000,1.2266,143813,-0.0216,
16-Mar-2020,1.2266,1.2270,1.2429,1.2199,1.2283,139490,-0.0010,
13-Mar-2020,1.2276,1.2279,1.2624,1.2265,1.2572,156479,-0.0295,
12-Mar-2020,1.2571,1.2575,1.2849,1.2488,1.2816,144526,-0.0249,
11-Mar-2020,1.2820,1.2825,1.2976,1.2802,1.2902,122844,-0.0086,
10-Mar-2020,1.2906,1.2910,1.3132,1.2879,1.3128,129713,-0.0225,
09-Mar-2020,1.3131,1.3135,1.3199,1.3029,1.3045,127171,+0.0084,
06-Mar-2020,1.3047,1.3052,1.3056,1.2941,1.2952,130559,+0.0093,
05-Mar-2020,1.2954,1.2957,1.2968,1.2858,1.2870,119087,+0.0084,
04-Mar-2020,1.2870,1.2873,1.2872,1.2768,1.2810,110140,+0.0060,
03-Mar-2020,1.2810,1.2814,1.2843,1.2736,1.2750,125827,+0.0060,
02-Mar-2020,1.2750,1.2754,1.2850,1.2738,1.2799,125850,-0.0070,
28-Feb-2020,1.2820,1.2822,1.2919,1.2724,1.2883,132576,-0.0064,
27-Feb-2020,1.2884,1.2887,1.2946,1.2858,1.2905,124456,-0.0019,
26-Feb-2020,1.2903,1.2907,1.3011,1.2894,1.3004,127029,-0.0101,
25-Feb-2020,1.3004,1.3008,1.3017,1.2912,1.2922,120627,+0.0077,
24-Feb-2020,1.2927,1.2931,1.2971,1.2884,1.2958,115981,-0.0042,
21-Feb-2020,1.2969,1.2973,1.2980,1.2874,1.2882,106954,+0.0090,
20-Feb-2020,1.2879,1.2883,1.2928,1.2846,1.2920,110652,-0.0040,
19-Feb-2020,1.2919,1.2923,1.3022,1.2905,1.2996,102237,-0.0079,
18-Feb-2020,1.2998,1.3001,1.3048,1.2969,1.3005,100831,-0.0008,
17-Feb-2020,1.3006,1.3011,1.3054,1.2996,1.3034,87483,-0.0040,
14-Feb-2020,1.3046,1.3047,1.3063,1.2999,1.3049,109696,+0.0001,
13-Feb-2020,1.3045,1.3048,1.3069,1.2942,1.2957,119368,+0.0085,
12-Feb-2020,1.2960,1.2962,1.2991,1.2945,1.2950,101754,+0.0009,
11-Feb-2020,1.2951,1.2955,1.2968,1.2893,1.2913,104079,+0.0038,
10-Feb-2020,1.2913,1.2917,1.2945,1.2870,1.2896,113592,+0.0022,
07-Feb-2020,1.2891,1.2894,1.2958,1.2880,1.2928,106574,-0.0037,
06-Feb-2020,1.2928,1.2932,1.3003,1.2919,1.2997,114034,-0.0072,
05-Feb-2020,1.3000,1.3004,1.3069,1.2954,1.3032,101159,-0.0029,
04-Feb-2020,1.3029,1.3032,1.3046,1.2939,1.2992,104969,+0.0036,
03-Feb-2020,1.2993,1.2997,1.3214,1.2981,1.3214,106132,-0.0206,
31-Jan-2020,1.3199,1.3203,1.3208,1.3081,1.3097,110909,+0.0105,
30-Jan-2020,1.3094,1.3097,1.3110,1.2976,1.3018,110127,+0.0074,
29-Jan-2020,1.3020,1.3022,1.3030,1.2987,1.3027,97117,-0.0007,
28-Jan-2020,1.3027,1.3029,1.3065,1.2974,1.3053,105228,-0.0026,
27-Jan-2020,1.3053,1.3057,1.3103,1.3039,1.3073,106014,-0.0023,
24-Jan-2020,1.3076,1.3079,1.3171,1.3055,1.3120,110121,-0.0045,
23-Jan-2020,1.3121,1.3125,1.3150,1.3095,1.3138,79895,-0.0019,
22-Jan-2020,1.3140,1.3144,1.3152,1.3032,1.3049,105908,+0.0093,
21-Jan-2020,1.3047,1.3054,1.3083,1.2993,1.3011,99082,+0.0038,
20-Jan-2020,1.3009,1.3012,1.3012,1.2960,1.3001,99788,+0.0001,
17-Jan-2020,1.3008,1.3012,1.3117,1.3004,1.3079,106934,-0.0068,
16-Jan-2020,1.3076,1.3082,1.3082,1.3023,1.3037,114901,+0.0040,
15-Jan-2020,1.3036,1.3041,1.3042,1.2983,1.3016,102044,+0.0019,
14-Jan-2020,1.3017,1.3020,1.3033,1.2950,1.2986,103241,+0.0029,
13-Jan-2020,1.2988,1.2992,1.3062,1.2959,1.3054,109360,-0.0071,
10-Jan-2020,1.3059,1.3063,1.3095,1.3040,1.3065,109278,-0.0006,
09-Jan-2020,1.3065,1.3068,1.3124,1.3011,1.3099,109309,-0.0032,
08-Jan-2020,1.3097,1.3099,1.3169,1.3077,1.3123,117537,-0.0026,
07-Jan-2020,1.3123,1.3127,1.3211,1.3093,1.3167,105718,-0.0044,
06-Jan-2020,1.3167,1.3170,1.3174,1.3062,1.3073,94878,+0.0081,
03-Jan-2020,1.3086,1.3089,1.3160,1.3052,1.3136,106931,-0.0058,
02-Jan-2020,1.3144,1.3147,1.3266,1.3113,1.3254,89336,-0.0110,
01-Jan-2020,1.3254,1.3256,1.3275,1.3235,1.3259,9895,-0.0005,
31-Dec-2019,1.3259,1.3263,1.3283,1.3104,1.3115,96213,+0.0146,
30-Dec-2019,1.3113,1.3116,1.3150,1.3064,1.3065,100817,+0.0037,
27-Dec-2019,1.3076,1.3079,1.3117,1.2965,1.2991,85560,+0.0084,
26-Dec-2019,1.2992,1.2994,1.3015,1.2950,1.2960,99655,+0.0032,
25-Dec-2019,1.2960,1.2962,1.2988,1.2917,1.2941,34437,+0.0016,
24-Dec-2019,1.2944,1.2948,1.2970,1.2910,1.2934,108057,+0.0011,
23-Dec-2019,1.2933,1.2938,1.3032,1.2902,1.2991,97339,-0.0069,
20-Dec-2019,1.3002,1.3006,1.3079,1.2976,1.3008,105251,-0.0005,
19-Dec-2019,1.3007,1.3011,1.3131,1.2988,1.3077,105631,-0.0069,
18-Dec-2019,1.3076,1.3080,1.3134,1.3057,1.3127,102030,-0.0052,
17-Dec-2019,1.3128,1.3132,1.3338,1.3097,1.3328,97528,-0.0201,
16-Dec-2019,1.3329,1.3333,1.3422,1.3319,1.3334,106333,+0.0004,
13-Dec-2019,1.3325,1.3328,1.3514,1.3157,1.3166,138644,+0.0163,
12-Dec-2019,1.3162,1.3167,1.3228,1.3049,1.3200,123189,-0.0031,
11-Dec-2019,1.3193,1.3197,1.3213,1.3104,1.3155,100266,+0.0039,
10-Dec-2019,1.3154,1.3158,1.3215,1.3130,1.3149,78097,+0.0011,
09-Dec-2019,1.3143,1.3147,1.3180,1.3115,1.3136,88937,+0.0008,
06-Dec-2019,1.3135,1.3139,1.3165,1.3098,1.3155,97986,-0.0020,
05-Dec-2019,1.3155,1.3159,1.3166,1.3100,1.3103,98164,+0.0052,
04-Dec-2019,1.3103,1.3105,1.3120,1.2980,1.2991,99532,+0.0111,
03-Dec-2019,1.2992,1.2996,1.3011,1.2928,1.2936,87966,+0.0056,
02-Dec-2019,1.2936,1.2939,1.2949,1.2894,1.2916,93888,+0.0003,
29-Nov-2019,1.2933,1.2935,1.2947,1.2876,1.2908,98218,+0.0022,
28-Nov-2019,1.2911,1.2914,1.2950,1.2897,1.2919,109361,-0.0010,
27-Nov-2019,1.2921,1.2923,1.2922,1.2825,1.2864,99859,+0.0056,
26-Nov-2019,1.2865,1.2869,1.2907,1.2834,1.2897,101370,-0.0033,
25-Nov-2019,1.2898,1.2901,1.2911,1.2839,1.2849,101022,+0.0068,
22-Nov-2019,1.2830,1.2833,1.2927,1.2822,1.2913,103611,-0.0083,
21-Nov-2019,1.2913,1.2916,1.2969,1.2891,1.2922,106119,-0.0009,
20-Nov-2019,1.2922,1.2926,1.2931,1.2884,1.2922,97080,0.0000,
19-Nov-2019,1.2922,1.2930,1.2969,1.2908,1.2952,92521,-0.0030,
18-Nov-2019,1.2952,1.2956,1.2984,1.2899,1.2903,92760,+0.0053,
15-Nov-2019,1.2899,1.2903,1.2919,1.2865,1.2881,99338,+0.0018,
14-Nov-2019,1.2881,1.2882,1.2888,1.2823,1.2849,101286,+0.0032,
13-Nov-2019,1.2849,1.2853,1.2863,1.2820,1.2846,81526,+0.0005,
12-Nov-2019,1.2844,1.2846,1.2873,1.2813,1.2854,89761,-0.0007,
11-Nov-2019,1.2851,1.2858,1.2897,1.2776,1.2776,85387,+0.0081,
08-Nov-2019,1.2770,1.2774,1.2824,1.2767,1.2811,101845,-0.0043,
07-Nov-2019,1.2813,1.2816,1.2877,1.2792,1.2851,122957,-0.0037,
06-Nov-2019,1.2850,1.2854,1.2897,1.2842,1.2883,89559,-0.0032,
05-Nov-2019,1.2882,1.2888,1.2916,1.2857,1.2882,104162,0.0000,
04-Nov-2019,1.2882,1.2886,1.2946,1.2874,1.2942,97165,-0.0052,
01-Nov-2019,1.2934,1.2937,1.2972,1.2924,1.2938,109418,-0.0006,
31-Oct-2019,1.2940,1.2944,1.2975,1.2892,1.2902,118654,+0.0039,
30-Oct-2019,1.2901,1.2905,1.2907,1.2843,1.2867,101521,+0.0036,
29-Oct-2019,1.2865,1.2869,1.2904,1.2804,1.2862,102722,+0.0003,
28-Oct-2019,1.2862,1.2867,1.2876,1.2809,1.2824,92631,+0.0041,
25-Oct-2019,1.2821,1.2825,1.2862,1.2802,1.2848,106006,-0.0029,
24-Oct-2019,1.2850,1.2854,1.2949,1.2786,1.2910,123127,-0.0066,
23-Oct-2019,1.2916,1.2920,1.2921,1.2839,1.2870,121747,+0.0044,
22-Oct-2019,1.2872,1.2875,1.2999,1.2860,1.2957,116039,-0.0086,
21-Oct-2019,1.2958,1.2962,1.3012,1.2873,1.2924,116066,-0.0013,
18-Oct-2019,1.2971,1.2974,1.2983,1.2836,1.2888,130774,+0.0083,
17-Oct-2019,1.2888,1.2892,1.2988,1.2748,1.2830,143309,+0.0058,
16-Oct-2019,1.2830,1.2834,1.2875,1.2654,1.2785,126176,+0.0044,
15-Oct-2019,1.2786,1.2790,1.2798,1.2600,1.2607,124122,+0.0180,
14-Oct-2019,1.2606,1.2610,1.2653,1.2513,1.2623,115083,-0.0041,
11-Oct-2019,1.2647,1.2650,1.2705,1.2405,1.2439,133177,+0.0207,
10-Oct-2019,1.2440,1.2445,1.2468,1.2202,1.2204,121667,+0.0236,
09-Oct-2019,1.2204,1.2208,1.2290,1.2196,1.2216,91634,-0.0013,
08-Oct-2019,1.2217,1.2221,1.2302,1.2193,1.2288,98384,-0.0073,
07-Oct-2019,1.2290,1.2294,1.2336,1.2285,1.2325,72241,-0.0042,
04-Oct-2019,1.2332,1.2335,1.2356,1.2274,1.2331,103821,+0.0004,
03-Oct-2019,1.2328,1.2331,1.2413,1.2264,1.2304,109339,+0.0028,
02-Oct-2019,1.2300,1.2303,1.2323,1.2225,1.2305,104445,-0.0001,
01-Oct-2019,1.2301,1.2305,1.2340,1.2205,1.2285,111707,+0.0014,
30-Sep-2019,1.2287,1.2292,1.2346,1.2273,1.2288,99223,-0.0001,
27-Sep-2019,1.2288,1.2290,1.2336,1.2269,1.2320,113811,-0.0034,
26-Sep-2019,1.2322,1.2324,1.2380,1.2301,1.2354,119134,-0.0027,
25-Sep-2019,1.2349,1.2353,1.2498,1.2346,1.2482,107565,-0.0139,
24-Sep-2019,1.2488,1.2492,1.2502,1.2412,1.2427,110206,+0.0059,
23-Sep-2019,1.2429,1.2433,1.2490,1.2411,1.2467,90577,-0.0048,
20-Sep-2019,1.2477,1.2481,1.2581,1.2457,1.2522,126127,-0.0047,
19-Sep-2019,1.2524,1.2527,1.2559,1.2437,1.2471,119833,+0.0056,
18-Sep-2019,1.2468,1.2476,1.2512,1.2437,1.2500,115037,-0.0032,
17-Sep-2019,1.2500,1.2504,1.2526,1.2389,1.2435,117380,+0.0072,
16-Sep-2019,1.2428,1.2432,1.2509,1.2397,1.2500,119260,-0.0072,
13-Sep-2019,1.2500,1.2503,1.2506,1.2325,1.2334,124312,+0.0168,
12-Sep-2019,1.2332,1.2336,1.2366,1.2281,1.2323,131862,+0.0006,
11-Sep-2019,1.2326,1.2330,1.2370,1.2310,1.2346,112461,-0.0020,
10-Sep-2019,1.2346,1.2350,1.2375,1.2305,1.2345,111663,+0.0001,
09-Sep-2019,1.2345,1.2349,1.2382,1.2231,1.2266,116710,+0.0064,
06-Sep-2019,1.2281,1.2283,1.2343,1.2277,1.2329,134315,-0.0048,
05-Sep-2019,1.2329,1.2333,1.2353,1.2208,1.2250,146153,+0.0079,
04-Sep-2019,1.2250,1.2255,1.2257,1.2074,1.2076,131536,+0.0166,
03-Sep-2019,1.2084,1.2088,1.2105,1.1957,1.2065,130007,+0.0018,
02-Sep-2019,1.2066,1.2070,1.2174,1.2033,1.2148,99391,-0.0090,
30-Aug-2019,1.2156,1.2160,1.2224,1.2137,1.2179,124699,-0.0032,
29-Aug-2019,1.2188,1.2192,1.2232,1.2170,1.2209,126045,-0.0021,
28-Aug-2019,1.2209,1.2213,1.2291,1.2155,1.2288,123470,-0.0078,
27-Aug-2019,1.2287,1.2291,1.2307,1.2207,1.2217,112868,+0.0072,
26-Aug-2019,1.2215,1.2220,1.2285,1.2206,1.2262,112346,-0.0062,
23-Aug-2019,1.2277,1.2280,1.2293,1.2192,1.2249,134915,+0.0027,
22-Aug-2019,1.2250,1.2254,1.2271,1.2106,1.2127,120686,+0.0124,
21-Aug-2019,1.2126,1.2130,1.2175,1.2109,1.2168,117184,-0.0042,
20-Aug-2019,1.2168,1.2172,1.2181,1.2063,1.2125,119998,+0.0043,
19-Aug-2019,1.2125,1.2129,1.2172,1.2102,1.2147,105826,-0.0024,
16-Aug-2019,1.2149,1.2152,1.2175,1.2073,1.2084,108184,+0.0065,
15-Aug-2019,1.2084,1.2087,1.2150,1.2048,1.2060,114788,+0.0025,
14-Aug-2019,1.2059,1.2063,1.2100,1.2043,1.2056,119093,+0.0001,
13-Aug-2019,1.2058,1.2061,1.2097,1.2039,1.2073,118473,-0.0015,
12-Aug-2019,1.2073,1.2077,1.2105,1.2013,1.2047,110727,+0.0039,
09-Aug-2019,1.2034,1.2039,1.2153,1.2022,1.2124,111658,-0.0097,
08-Aug-2019,1.2131,1.2134,1.2182,1.2093,1.2140,118711,-0.0009,
07-Aug-2019,1.2140,1.2144,1.2190,1.2119,1.2168,126493,-0.0026,
06-Aug-2019,1.2166,1.2170,1.2209,1.2131,1.2142,124230,+0.0025,
05-Aug-2019,1.2141,1.2145,1.2188,1.2100,1.2142,125110,-0.0013,
02-Aug-2019,1.2154,1.2157,1.2169,1.2089,1.2133,123809,+0.0023,
01-Aug-2019,1.2131,1.2135,1.2170,1.2077,1.2152,130429,-0.0026,
